room,day,period,startTime,endTime,status,attendance,semester
ATB303(26),1,11,18:30,21:30,1,1,1
ATB303(26),2,1,9:00,10:00,0,0,1
ATB303(26),2,2,10:00,11:00,0,0,1
ATB303(26),2,3,11:00,12:00,1,1,1
ATB303(26),2,4,12:00,13:00,1,1,1
ATB303(26),2,5,13:00,14:00,0,0,1
ATB303(26),2,6,14:00,15:00,0,0,1
ATB303(26),2,7,15:00,16:00,0,0,1
ATB303(26),2,8,16:00,17:00,1,1,1
ATB303(26),2,9,17:00,18:00,1,1,1
ATB303(26),2,10,18:00,19:00,0,0,1
ATB303(26),2,11,18:30,21:30,1,1,1
ATB303(26),3,1,9:00,10:00,1,1,1
ATB303(26),3,2,10:00,11:00,1,1,1
ATB303(26),3,3,11:00,12:00,1,1,1
ATB303(26),3,4,12:00,13:00,1,0,1
ATB303(26),3,5,13:00,14:00,0,0,1
ATB303(26),3,6,14:00,15:00,0,0,1
ATB303(26),3,7,15:00,16:00,1,1,1
ATB303(26),3,8,16:00,17:00,1,0,1
ATB303(26),3,9,17:00,18:00,0,0,1
ATB303(26),3,10,18:00,19:00,1,0,1
ATB303(26),3,11,18:30,21:30,1,1,1
ATB303(26),4,1,9:00,10:00,1,1,1
ATB303(26),4,2,10:00,11:00,1,1,1
ATB303(26),4,3,11:00,12:00,1,1,1
ATB303(26),4,4,12:00,13:00,1,0,1
ATB303(26),4,5,13:00,14:00,0,0,1
ATB303(26),4,6,14:00,15:00,0,0,1
ATB303(26),4,7,15:00,16:00,0,0,1
ATB303(26),4,8,16:00,17:00,0,0,1
ATB303(26),4,9,17:00,18:00,0,0,1
ATB303(26),4,10,18:00,19:00,0,0,1
ATB303(26),4,11,18:30,21:30,1,1,1
ATB303(26),5,1,9:00,10:00,1,1,1
ATB303(26),5,2,10:00,11:00,1,1,1
ATB303(26),5,3,11:00,12:00,1,0,1
ATB303(26),5,4,12:00,13:00,1,1,1
ATB303(26),5,5,13:00,14:00,0,0,1
ATB303(26),5,6,14:00,15:00,0,0,1
ATB303(26),5,7,15:00,16:00,0,0,1
ATB303(26),5,8,16:00,17:00,0,0,1
ATB303(26),5,9,17:00,18:00,0,0,1
ATB303(26),5,10,18:00,19:00,1,1,1
ATB303(26),5,11,18:30,21:30,1,1,1
ATB303(26),6,1,9:00,10:00,0,0,1
ATB303(26),6,2,10:00,11:00,1,1,1
ATB303(26),6,3,11:00,12:00,0,0,1
ATB303(26),6,4,12:00,13:00,0,0,1
ATB303(26),6,5,13:00,14:00,1,1,1
ATB303(26),6,6,14:00,15:00,0,0,1
ATB303(26),6,7,15:00,16:00,0,0,1
ATB303(26),6,8,16:00,17:00,0,0,1
ATB303(26),6,9,17:00,18:00,0,0,1
ATB303(26),6,10,18:00,19:00,0,0,1
ATB303(26),6,11,18:30,21:30,0,0,1
ATB304(26),1,1,9:00,10:00,1,0,1
ATB304(26),1,2,10:00,11:00,1,1,1
ATB304(26),1,3,11:00,12:00,1,1,1
ATB304(26),1,4,12:00,13:00,1,1,1
ATB304(26),1,5,13:00,14:00,0,0,1
ATB304(26),1,6,14:00,15:00,1,1,1
ATB304(26),1,7,15:00,16:00,1,1,1
ATB304(26),1,8,16:00,17:00,0,0,1
ATB304(26),1,9,17:00,18:00,1,1,1
ATB304(26),1,10,18:00,19:00,1,0,1
ATB304(26),1,11,18:30,21:30,1,1,1
ATB304(26),2,1,9:00,10:00,1,1,1
ATB304(26),2,2,10:00,11:00,1,1,1
ATB304(26),2,3,11:00,12:00,1,1,1
ATB304(26),2,4,12:00,13:00,1,1,1
ATB304(26),2,5,13:00,14:00,0,0,1
ATB304(26),2,6,14:00,15:00,1,1,1
ATB304(26),2,7,15:00,16:00,1,1,1
ATB304(26),2,8,16:00,17:00,1,1,1
ATB304(26),2,9,17:00,18:00,1,1,1
ATB304(26),2,10,18:00,19:00,1,1,1
ATB304(26),2,11,18:30,21:30,1,1,1
ATB304(26),3,1,9:00,10:00,1,1,1
ATB304(26),3,2,10:00,11:00,1,1,1
ATB304(26),3,3,11:00,12:00,1,1,1
ATB304(26),3,4,12:00,13:00,1,0,1
ATB304(26),3,5,13:00,14:00,1,1,1
ATB304(26),3,6,14:00,15:00,1,1,1
ATB304(26),3,7,15:00,16:00,1,0,1
ATB304(26),3,8,16:00,17:00,1,1,1
ATB304(26),3,9,17:00,18:00,1,0,1
ATB304(26),3,10,18:00,19:00,1,1,1
ATB304(26),3,11,18:30,21:30,1,0,1
ATB304(26),4,1,9:00,10:00,1,1,1
ATB304(26),4,2,10:00,11:00,1,1,1
ATB304(26),4,3,11:00,12:00,1,1,1
ATB304(26),4,4,12:00,13:00,1,1,1
ATB304(26),4,5,13:00,14:00,0,0,1
ATB304(26),4,6,14:00,15:00,0,0,1
ATB304(26),4,7,15:00,16:00,1,0,1
ATB304(26),4,8,16:00,17:00,1,1,1
ATB304(26),4,9,17:00,18:00,1,1,1
ATB304(26),4,10,18:00,19:00,1,1,1
ATB304(26),4,11,18:30,21:30,1,0,1
ATB304(26),5,1,9:00,10:00,1,1,1
ATB304(26),5,2,10:00,11:00,1,1,1
ATB304(26),5,3,11:00,12:00,1,1,1
ATB304(26),5,4,12:00,13:00,1,0,1
ATB304(26),5,5,13:00,14:00,1,0,1
ATB304(26),5,6,14:00,15:00,1,1,1
ATB304(26),5,7,15:00,16:00,0,0,1
ATB304(26),5,8,16:00,17:00,0,0,1
ATB304(26),5,9,17:00,18:00,0,0,1
ATB304(26),5,10,18:00,19:00,0,0,1
ATB304(26),5,11,18:30,21:30,1,1,1
ATB304(26),6,1,9:00,10:00,0,0,1
ATB304(26),6,2,10:00,11:00,0,0,1
ATB304(26),6,3,11:00,12:00,1,1,1
ATB304(26),6,4,12:00,13:00,0,0,1
ATB304(26),6,5,13:00,14:00,0,0,1
ATB304(26),6,6,14:00,15:00,1,1,1
ATB304(26),6,7,15:00,16:00,0,0,1
ATB304(26),6,8,16:00,17:00,1,1,1
ATB304(26),6,9,17:00,18:00,0,0,1
ATB304(26),6,10,18:00,19:00,0,0,1
ATB304(26),6,11,18:30,21:30,0,0,1
ATB307(26),1,1,9:00,10:00,0,0,1
ATB307(26),1,2,10:00,11:00,1,1,1
ATB307(26),1,3,11:00,12:00,1,1,1
ATB307(26),1,4,12:00,13:00,1,1,1
ATB307(26),1,5,13:00,14:00,1,1,1
ATB307(26),1,6,14:00,15:00,1,1,1
ATB307(26),1,7,15:00,16:00,1,0,1
ATB307(26),1,8,16:00,17:00,0,0,1
ATB307(26),1,9,17:00,18:00,0,0,1
ATB307(26),1,10,18:00,19:00,1,1,1
ATB307(26),1,11,18:30,21:30,1,1,1
ATB307(26),2,1,9:00,10:00,1,1,1
ATB307(26),2,2,10:00,11:00,1,1,1
ATB307(26),2,3,11:00,12:00,1,1,1
ATB307(26),2,4,12:00,13:00,1,0,1
ATB307(26),2,5,13:00,14:00,1,1,1
ATB307(26),2,6,14:00,15:00,1,0,1
ATB307(26),2,7,15:00,16:00,0,0,1
ATB307(26),2,8,16:00,17:00,0,0,1
ATB307(26),2,9,17:00,18:00,1,1,1
ATB307(26),2,10,18:00,19:00,1,1,1
ATB307(26),2,11,18:30,21:30,1,1,1
ATB307(26),3,1,9:00,10:00,1,0,1
ATB307(26),3,2,10:00,11:00,1,0,1
ATB307(26),3,3,11:00,12:00,0,0,1
ATB307(26),3,4,12:00,13:00,1,0,1
ATB307(26),3,5,13:00,14:00,1,1,1
ATB307(26),3,6,14:00,15:00,1,1,1
ATB307(26),3,7,15:00,16:00,1,1,1
ATB307(26),3,8,16:00,17:00,0,0,1
ATB307(26),3,9,17:00,18:00,0,0,1
ATB307(26),3,10,18:00,19:00,1,1,1
ATB307(26),3,11,18:30,21:30,1,1,1
ATB307(26),4,1,9:00,10:00,1,1,1
ATB307(26),4,2,10:00,11:00,1,1,1
ATB307(26),4,3,11:00,12:00,1,1,1
ATB307(26),4,4,12:00,13:00,1,1,1
ATB307(26),4,5,13:00,14:00,0,0,1
ATB307(26),4,6,14:00,15:00,0,0,1
ATB307(26),4,7,15:00,16:00,0,0,1
ATB307(26),4,8,16:00,17:00,0,0,1
ATB307(26),4,9,17:00,18:00,0,0,1
ATB307(26),4,10,18:00,19:00,0,0,1
ATB307(26),4,11,18:30,21:30,1,0,1
ATB307(26),5,1,9:00,10:00,1,1,1
ATB307(26),5,2,10:00,11:00,1,1,1
ATB307(26),5,3,11:00,12:00,1,1,1
ATB307(26),5,4,12:00,13:00,1,1,1
ATB307(26),5,5,13:00,14:00,0,0,1
ATB307(26),5,6,14:00,15:00,0,0,1
ATB307(26),5,7,15:00,16:00,0,0,1
ATB307(26),5,8,16:00,17:00,1,1,1
ATB307(26),5,9,17:00,18:00,1,1,1
ATB307(26),5,10,18:00,19:00,1,1,1
ATB307(26),5,11,18:30,21:30,1,0,1
ATB307(26),6,1,9:00,10:00,0,0,1
ATB307(26),6,2,10:00,11:00,0,0,1
ATB307(26),6,3,11:00,12:00,0,0,1
ATB307(26),6,4,12:00,13:00,0,0,1
ATB307(26),6,5,13:00,14:00,1,0,1
ATB307(26),6,6,14:00,15:00,0,0,1
ATB307(26),6,7,15:00,16:00,0,0,1
ATB307(26),6,8,16:00,17:00,0,0,1
ATB307(26),6,9,17:00,18:00,1,1,1
ATB307(26),6,10,18:00,19:00,0,0,1
ATB307(26),6,11,18:30,21:30,0,0,1
ATB310(25 )B,1,1,9:00,10:00,1,1,1
ATB310(25 )B,1,2,10:00,11:00,1,1,1
ATB310(25 )B,1,3,11:00,12:00,1,1,1
ATB310(25 )B,1,4,12:00,13:00,1,1,1
ATB310(25 )B,1,5,13:00,14:00,1,0,1
ATB310(25 )B,1,6,14:00,15:00,1,1,1
ATB310(25 )B,1,7,15:00,16:00,1,1,1
ATB310(25 )B,1,8,16:00,17:00,1,1,1
ATB310(25 )B,1,9,17:00,18:00,1,1,1
ATB310(25 )B,1,10,18:00,19:00,1,0,1
ATB310(25 )B,1,11,18:30,21:30,0,0,1
ATB310(25 )B,2,1,9:00,10:00,1,1,1
ATB310(25 )B,2,2,10:00,11:00,1,1,1
ATB310(25 )B,2,3,11:00,12:00,1,1,1
ATB310(25 )B,2,4,12:00,13:00,1,0,1
ATB310(25 )B,2,5,13:00,14:00,0,0,1
ATB310(25 )B,2,6,14:00,15:00,1,1,1
ATB310(25 )B,2,7,15:00,16:00,1,1,1
ATB310(25 )B,2,8,16:00,17:00,1,1,1
ATB310(25 )B,2,9,17:00,18:00,1,0,1
ATB310(25 )B,2,10,18:00,19:00,0,0,1
ATB310(25 )B,2,11,18:30,21:30,1,1,1
ATB310(25 )B,3,1,9:00,10:00,0,0,1
ATB310(25 )B,3,2,10:00,11:00,0,0,1
ATB310(25 )B,3,3,11:00,12:00,1,1,1
ATB310(25 )B,3,4,12:00,13:00,1,1,1
ATB310(25 )B,3,5,13:00,14:00,0,0,1
ATB310(25 )B,3,6,14:00,15:00,0,0,1
ATB310(25 )B,3,7,15:00,16:00,0,0,1
ATB310(25 )B,3,8,16:00,17:00,1,1,1
ATB310(25 )B,3,9,17:00,18:00,1,1,1
ATB310(25 )B,3,10,18:00,19:00,1,1,1
ATB310(25 )B,3,11,18:30,21:30,1,1,1
ATB310(25 )B,4,1,9:00,10:00,1,0,1
ATB310(25 )B,4,2,10:00,11:00,1,1,1
ATB310(25 )B,4,3,11:00,12:00,1,1,1
ATB310(25 )B,4,4,12:00,13:00,1,0,1
ATB310(25 )B,4,5,13:00,14:00,0,0,1
ATB310(25 )B,4,6,14:00,15:00,0,0,1
ATB310(25 )B,4,7,15:00,16:00,0,0,1
ATB310(25 )B,4,8,16:00,17:00,0,0,1
ATB310(25 )B,4,9,17:00,18:00,1,1,1
ATB310(25 )B,4,10,18:00,19:00,1,1,1
ATB310(25 )B,4,11,18:30,21:30,1,1,1
ATB310(25 )B,5,1,9:00,10:00,1,1,1
ATB310(25 )B,5,2,10:00,11:00,1,1,1
ATB310(25 )B,5,3,11:00,12:00,1,1,1
ATB310(25 )B,5,4,12:00,13:00,1,1,1
ATB310(25 )B,5,5,13:00,14:00,1,1,1
ATB310(25 )B,5,6,14:00,15:00,1,1,1
ATB310(25 )B,5,7,15:00,16:00,0,0,1
ATB310(25 )B,5,8,16:00,17:00,0,0,1
ATB310(25 )B,5,9,17:00,18:00,0,0,1
ATB310(25 )B,5,10,18:00,19:00,1,1,1
ATB310(25 )B,5,11,18:30,21:30,1,1,1
ATB310(25 )B,6,1,9:00,10:00,1,1,1
ATB310(25 )B,6,2,10:00,11:00,0,0,1
ATB310(25 )B,6,3,11:00,12:00,0,0,1
ATB310(25 )B,6,4,12:00,13:00,0,0,1
ATB310(25 )B,6,5,13:00,14:00,0,0,1
ATB310(25 )B,6,6,14:00,15:00,0,0,1
ATB310(25 )B,6,7,15:00,16:00,0,0,1
ATB310(25 )B,6,8,16:00,17:00,1,0,1
ATB310(25 )B,6,9,17:00,18:00,0,0,1
ATB310(25 )B,6,10,18:00,19:00,0,0,1
ATB310(25 )B,6,11,18:30,21:30,0,0,1
ATB310(25) A,1,1,9:00,10:00,1,1,1
ATB310(25) A,1,2,10:00,11:00,1,1,1
ATB310(25) A,1,3,11:00,12:00,1,1,1
ATB310(25) A,1,4,12:00,13:00,1,1,1
ATB310(25) A,1,5,13:00,14:00,1,1,1
ATB310(25) A,1,6,14:00,15:00,1,1,1
ATB310(25) A,1,7,15:00,16:00,0,0,1
ATB310(25) A,1,8,16:00,17:00,0,0,1
ATB310(25) A,1,9,17:00,18:00,1,0,1
ATB310(25) A,1,10,18:00,19:00,1,1,1
ATB310(25) A,1,11,18:30,21:30,1,1,1
ATB310(25) A,2,1,9:00,10:00,1,1,1
ATB310(25) A,2,2,10:00,11:00,1,1,1
ATB310(25) A,2,3,11:00,12:00,1,1,1
ATB310(25) A,2,4,12:00,13:00,1,1,1
ATB310(25) A,2,5,13:00,14:00,0,0,1
ATB310(25) A,2,6,14:00,15:00,0,0,1
ATB310(25) A,2,7,15:00,16:00,0,0,1
ATB310(25) A,2,8,16:00,17:00,1,1,1
ATB310(25) A,2,9,17:00,18:00,1,0,1
ATB310(25) A,2,10,18:00,19:00,1,0,1
ATB310(25) A,2,11,18:30,21:30,1,1,1
ATB310(25) A,3,1,9:00,10:00,1,1,1
ATB310(25) A,3,2,10:00,11:00,1,1,1
ATB310(25) A,3,3,11:00,12:00,1,1,1
ATB310(25) A,3,4,12:00,13:00,1,1,1
ATB310(25) A,3,5,13:00,14:00,1,0,1
ATB310(25) A,3,6,14:00,15:00,1,1,1
ATB310(25) A,3,7,15:00,16:00,1,1,1
ATB310(25) A,3,8,16:00,17:00,1,0,1
ATB310(25) A,3,9,17:00,18:00,1,1,1
ATB310(25) A,3,10,18:00,19:00,1,1,1
ATB310(25) A,3,11,18:30,21:30,1,1,1
ATB310(25) A,4,1,9:00,10:00,0,0,1
ATB310(25) A,4,2,10:00,11:00,0,0,1
ATB310(25) A,4,3,11:00,12:00,1,1,1
ATB310(25) A,4,4,12:00,13:00,1,1,1
ATB310(25) A,4,5,13:00,14:00,1,1,1
ATB310(25) A,4,6,14:00,15:00,1,1,1
ATB310(25) A,4,7,15:00,16:00,0,0,1
ATB310(25) A,4,8,16:00,17:00,0,0,1
ATB310(25) A,4,9,17:00,18:00,1,1,1
ATB310(25) A,4,10,18:00,19:00,1,1,1
ATB310(25) A,4,11,18:30,21:30,0,0,1
ATB310(25) A,5,1,9:00,10:00,1,1,1
ATB310(25) A,5,2,10:00,11:00,1,1,1
ATB310(25) A,5,3,11:00,12:00,1,1,1
ATB310(25) A,5,4,12:00,13:00,1,1,1
ATB310(25) A,5,5,13:00,14:00,1,1,1
ATB310(25) A,5,6,14:00,15:00,1,1,1
ATB310(25) A,5,7,15:00,16:00,1,1,1
ATB310(25) A,5,8,16:00,17:00,1,1,1
ATB310(25) A,5,9,17:00,18:00,1,1,1
ATB310(25) A,5,10,18:00,19:00,1,1,1
ATB310(25) A,5,11,18:30,21:30,1,1,1
ATB310(25) A,6,1,9:00,10:00,0,0,1
ATB310(25) A,6,2,10:00,11:00,0,0,1
ATB310(25) A,6,3,11:00,12:00,0,0,1
ATB310(25) A,6,4,12:00,13:00,0,0,1
ATB310(25) A,6,5,13:00,14:00,0,0,1
ATB310(25) A,6,6,14:00,15:00,1,1,1
ATB310(25) A,6,7,15:00,16:00,0,0,1
ATB310(25) A,6,8,16:00,17:00,0,0,1
ATB310(25) A,6,9,17:00,18:00,0,0,1
ATB310(25) A,6,10,18:00,19:00,0,0,1
ATB310(25) A,6,11,18:30,21:30,0,0,1
ATB311(26),1,1,9:00,10:00,1,1,1
ATB311(26),1,2,10:00,11:00,1,1,1
ATB311(26),1,3,11:00,12:00,1,1,1
ATB311(26),1,4,12:00,13:00,1,1,1
ATB311(26),1,5,13:00,14:00,0,0,1
ATB311(26),1,6,14:00,15:00,0,0,1
ATB311(26),1,7,15:00,16:00,0,0,1
ATB311(26),1,8,16:00,17:00,1,1,1
ATB311(26),1,9,17:00,18:00,1,1,1
ATB311(26),1,10,18:00,19:00,1,1,1
ATB311(26),1,11,18:30,21:30,1,1,1
ATB311(26),2,1,9:00,10:00,1,1,1
ATB311(26),2,2,10:00,11:00,1,1,1
ATB311(26),2,3,11:00,12:00,1,1,1
ATB311(26),2,4,12:00,13:00,1,1,1
ATB311(26),2,5,13:00,14:00,0,0,1
ATB311(26),2,6,14:00,15:00,0,0,1
ATB311(26),2,7,15:00,16:00,1,1,1
ATB311(26),2,8,16:00,17:00,1,1,1
ATB311(26),2,9,17:00,18:00,0,0,1
ATB311(26),2,10,18:00,19:00,1,1,1
ATB311(26),2,11,18:30,21:30,1,1,1
ATB311(26),3,1,9:00,10:00,1,1,1
ATB311(26),3,2,10:00,11:00,1,1,1
ATB311(26),3,3,11:00,12:00,1,0,1
ATB311(26),3,4,12:00,13:00,1,0,1
ATB311(26),3,5,13:00,14:00,1,1,1
ATB311(26),3,6,14:00,15:00,1,1,1
ATB311(26),3,7,15:00,16:00,1,1,1
ATB311(26),3,8,16:00,17:00,1,1,1
ATB311(26),3,9,17:00,18:00,0,0,1
ATB311(26),3,10,18:00,19:00,0,0,1
ATB311(26),3,11,18:30,21:30,1,1,1
ATB311(26),4,1,9:00,10:00,0,0,1
ATB311(26),4,2,10:00,11:00,0,0,1
ATB311(26),4,3,11:00,12:00,1,1,1
ATB311(26),4,4,12:00,13:00,1,0,1
ATB311(26),4,5,13:00,14:00,1,1,1
ATB311(26),4,6,14:00,15:00,1,1,1
ATB311(26),4,7,15:00,16:00,0,0,1
ATB311(26),4,8,16:00,17:00,1,1,1
ATB311(26),4,9,17:00,18:00,1,1,1
ATB311(26),4,10,18:00,19:00,1,0,1
ATB311(26),4,11,18:30,21:30,1,1,1
ATB311(26),5,1,9:00,10:00,0,0,1
ATB311(26),5,2,10:00,11:00,0,0,1
ATB311(26),5,3,11:00,12:00,1,1,1
ATB311(26),5,4,12:00,13:00,1,1,1
ATB311(26),5,5,13:00,14:00,1,1,1
ATB311(26),5,6,14:00,15:00,1,0,1
ATB311(26),5,7,15:00,16:00,1,1,1
ATB311(26),5,8,16:00,17:00,1,1,1
ATB311(26),5,9,17:00,18:00,1,0,1
ATB311(26),5,10,18:00,19:00,1,0,1
ATB311(26),5,11,18:30,21:30,1,1,1
ATB311(26),6,1,9:00,10:00,0,0,1
ATB311(26),6,2,10:00,11:00,0,0,1
ATB311(26),6,3,11:00,12:00,0,0,1
ATB311(26),6,4,12:00,13:00,0,0,1
ATB311(26),6,5,13:00,14:00,0,0,1
ATB311(26),6,6,14:00,15:00,1,1,1
ATB311(26),6,7,15:00,16:00,0,0,1
ATB311(26),6,8,16:00,17:00,0,0,1
ATB311(26),6,9,17:00,18:00,0,0,1
ATB311(26),6,10,18:00,19:00,0,0,1
ATB311(26),6,11,18:30,21:30,0,0,1
ATB312(26),1,1,9:00,10:00,1,1,1
ATB312(26),1,2,10:00,11:00,1,1,1
ATB312(26),1,3,11:00,12:00,1,0,1
ATB312(26),1,4,12:00,13:00,1,1,1
ATB312(26),1,5,13:00,14:00,1,1,1
ATB312(26),1,6,14:00,15:00,1,1,1
ATB312(26),1,7,15:00,16:00,1,0,1
ATB312(26),1,8,16:00,17:00,1,1,1
ATB312(26),1,9,17:00,18:00,1,1,1
ATB312(26),1,10,18:00,19:00,1,1,1
ATB312(26),1,11,18:30,21:30,1,1,1
ATB312(26),2,1,9:00,10:00,1,1,1
ATB312(26),2,2,10:00,11:00,1,0,1
ATB312(26),2,3,11:00,12:00,1,1,1
ATB312(26),2,4,12:00,13:00,1,1,1
ATB312(26),2,5,13:00,14:00,1,1,1
ATB312(26),2,6,14:00,15:00,1,1,1
ATB312(26),2,7,15:00,16:00,0,0,1
ATB312(26),2,8,16:00,17:00,1,1,1
ATB312(26),2,9,17:00,18:00,1,1,1
ATB312(26),2,10,18:00,19:00,1,1,1
ATB312(26),2,11,18:30,21:30,1,1,1
ATB312(26),3,1,9:00,10:00,0,0,1
ATB312(26),3,2,10:00,11:00,1,1,1
ATB312(26),3,3,11:00,12:00,1,1,1
ATB312(26),3,4,12:00,13:00,1,1,1
ATB312(26),3,5,13:00,14:00,1,1,1
ATB312(26),3,6,14:00,15:00,0,0,1
ATB312(26),3,7,15:00,16:00,0,0,1
ATB312(26),3,8,16:00,17:00,0,0,1
ATB312(26),3,9,17:00,18:00,1,1,1
ATB312(26),3,10,18:00,19:00,1,1,1
ATB312(26),3,11,18:30,21:30,0,0,1
ATB312(26),4,1,9:00,10:00,1,1,1
ATB312(26),4,2,10:00,11:00,1,1,1
ATB312(26),4,3,11:00,12:00,1,0,1
ATB312(26),4,4,12:00,13:00,1,1,1
ATB312(26),4,5,13:00,14:00,1,0,1
ATB312(26),4,6,14:00,15:00,1,0,1
ATB312(26),4,7,15:00,16:00,1,0,1
ATB312(26),4,8,16:00,17:00,1,1,1
ATB312(26),4,9,17:00,18:00,1,1,1
ATB312(26),4,10,18:00,19:00,1,1,1
ATB312(26),4,11,18:30,21:30,1,1,1
ATB312(26),5,1,9:00,10:00,1,1,1
ATB312(26),5,2,10:00,11:00,1,1,1
ATB312(26),5,3,11:00,12:00,1,1,1
ATB312(26),5,4,12:00,13:00,1,1,1
ATB312(26),5,5,13:00,14:00,0,0,1
ATB312(26),5,6,14:00,15:00,0,0,1
ATB312(26),5,7,15:00,16:00,1,1,1
ATB312(26),5,8,16:00,17:00,1,1,1
ATB312(26),5,9,17:00,18:00,1,1,1
ATB312(26),5,10,18:00,19:00,1,1,1
ATB312(26),5,11,18:30,21:30,1,1,1
ATB312(26),6,1,9:00,10:00,0,0,1
ATB312(26),6,2,10:00,11:00,1,1,1
ATB312(26),6,3,11:00,12:00,1,1,1
ATB312(26),6,4,12:00,13:00,0,0,1
ATB312(26),6,5,13:00,14:00,0,0,1
ATB312(26),6,6,14:00,15:00,0,0,1
ATB312(26),6,7,15:00,16:00,0,0,1
ATB312(26),6,8,16:00,17:00,0,0,1
ATB312(26),6,9,17:00,18:00,0,0,1
ATB312(26),6,10,18:00,19:00,0,0,1
ATB312(26),6,11,18:30,21:30,0,0,1
ATB314(26),1,1,9:00,10:00,0,0,1
ATB314(26),1,2,10:00,11:00,1,1,1
ATB314(26),1,3,11:00,12:00,1,1,1
ATB314(26),1,4,12:00,13:00,1,1,1
ATB314(26),1,5,13:00,14:00,1,1,1
ATB314(26),1,6,14:00,15:00,0,0,1
ATB314(26),1,7,15:00,16:00,0,0,1
ATB314(26),1,8,16:00,17:00,0,0,1
ATB314(26),1,9,17:00,18:00,0,0,1
ATB314(26),1,10,18:00,19:00,1,0,1
ATB314(26),1,11,18:30,21:30,1,0,1
ATB314(26),2,1,9:00,10:00,1,0,1
ATB314(26),2,2,10:00,11:00,1,1,1
ATB314(26),2,3,11:00,12:00,1,1,1
ATB314(26),2,4,12:00,13:00,1,1,1
ATB314(26),2,5,13:00,14:00,0,0,1
ATB314(26),2,6,14:00,15:00,0,0,1
ATB314(26),2,7,15:00,16:00,0,0,1
ATB314(26),2,8,16:00,17:00,0,0,1
ATB314(26),2,9,17:00,18:00,0,0,1
ATB314(26),2,10,18:00,19:00,0,0,1
ATB314(26),2,11,18:30,21:30,1,1,1
ATB314(26),3,1,9:00,10:00,1,1,1
ATB314(26),3,2,10:00,11:00,1,1,1
ATB314(26),3,3,11:00,12:00,1,1,1
ATB314(26),3,4,12:00,13:00,1,1,1
ATB314(26),3,5,13:00,14:00,0,0,1
ATB314(26),3,6,14:00,15:00,0,0,1
ATB314(26),3,7,15:00,16:00,1,0,1
ATB314(26),3,8,16:00,17:00,1,1,1
ATB314(26),3,9,17:00,18:00,0,0,1
ATB314(26),3,10,18:00,19:00,1,1,1
ATB314(26),3,11,18:30,21:30,1,1,1
ATB314(26),4,1,9:00,10:00,1,1,1
ATB314(26),4,2,10:00,11:00,1,1,1
ATB314(26),4,3,11:00,12:00,1,1,1
ATB314(26),4,4,12:00,13:00,1,1,1
ATB314(26),4,5,13:00,14:00,0,0,1
ATB314(26),4,6,14:00,15:00,1,1,1
ATB314(26),4,7,15:00,16:00,1,1,1
ATB314(26),4,8,16:00,17:00,1,1,1
ATB314(26),4,9,17:00,18:00,1,1,1
ATB314(26),4,10,18:00,19:00,1,1,1
ATB314(26),4,11,18:30,21:30,1,0,1
ATB314(26),5,1,9:00,10:00,1,1,1
ATB314(26),5,2,10:00,11:00,1,1,1
ATB314(26),5,3,11:00,12:00,1,1,1
ATB314(26),5,4,12:00,13:00,1,1,1
ATB314(26),5,5,13:00,14:00,0,0,1
ATB314(26),5,6,14:00,15:00,0,0,1
ATB314(26),5,7,15:00,16:00,0,0,1
ATB314(26),5,8,16:00,17:00,1,1,1
ATB314(26),5,9,17:00,18:00,1,1,1
ATB314(26),5,10,18:00,19:00,1,1,1
ATB314(26),5,11,18:30,21:30,1,1,1
ATB314(26),6,1,9:00,10:00,0,0,1
ATB314(26),6,2,10:00,11:00,0,0,1
ATB314(26),6,3,11:00,12:00,0,0,1
ATB314(26),6,4,12:00,13:00,0,0,1
ATB314(26),6,5,13:00,14:00,0,0,1
ATB314(26),6,6,14:00,15:00,0,0,1
ATB314(26),6,7,15:00,16:00,0,0,1
ATB314(26),6,8,16:00,17:00,0,0,1
ATB314(26),6,9,17:00,18:00,0,0,1
ATB314(26),6,10,18:00,19:00,1,0,1
ATB314(26),6,11,18:30,21:30,0,0,1
Harvard306(400),1,1,9:00,10:00,1,0,1
Harvard306(400),1,2,10:00,11:00,1,1,1
Harvard306(400),1,3,11:00,12:00,1,1,1
Harvard306(400),1,4,12:00,13:00,1,1,1
Harvard306(400),1,5,13:00,14:00,0,0,1
Harvard306(400),1,6,14:00,15:00,0,0,1
Harvard306(400),1,7,15:00,16:00,0,0,1
Harvard306(400),1,8,16:00,17:00,0,0,1
Harvard306(400),1,9,17:00,18:00,0,0,1
Harvard306(400),1,10,18:00,19:00,1,1,1
Harvard306(400),1,11,18:30,21:30,1,1,1
Harvard306(400),2,1,9:00,10:00,1,1,1
Harvard306(400),2,2,10:00,11:00,1,0,1
Harvard306(400),2,3,11:00,12:00,1,1,1
Harvard306(400),2,4,12:00,13:00,1,1,1
Harvard306(400),2,5,13:00,14:00,1,1,1
Harvard306(400),2,6,14:00,15:00,1,1,1
Harvard306(400),2,7,15:00,16:00,1,1,1
Harvard306(400),2,8,16:00,17:00,1,1,1
Harvard306(400),2,9,17:00,18:00,1,1,1
Harvard306(400),2,10,18:00,19:00,1,1,1
Harvard306(400),2,11,18:30,21:30,0,0,1
Harvard306(400),3,1,9:00,10:00,1,1,1
Harvard306(400),3,2,10:00,11:00,1,0,1
Harvard306(400),3,3,11:00,12:00,1,1,1
Harvard306(400),3,4,12:00,13:00,1,1,1
